NAME,total_households,no_vehicle_households,state_fips,county_fips,tract_fips,GEOID,pct_no_vehicle
Census Tract 249; Kings County; New York,1877,1356,36,047,024900,36047024900,0.7224294086307939
Census Tract 250; Kings County; New York,553,238,36,047,025000,36047025000,0.43037974683544306
Census Tract 251; Kings County; New York,1696,1240,36,047,025100,36047025100,0.7311320754716981
Census Tract 252; Kings County; New York,1894,779,36,047,025200,36047025200,0.41129883843717
Census Tract 253; Kings County; New York,1333,708,36,047,025300,36047025300,0.5311327831957989
Census Tract 254; Kings County; New York,1215,529,36,047,025400,36047025400,0.4353909465020576
Census Tract 255; Kings County; New York,2148,1590,36,047,025500,36047025500,0.7402234636871509
Census Tract 256; Kings County; New York,1117,310,36,047,025600,36047025600,0.2775290957923008
Census Tract 257; Kings County; New York,862,525,36,047,025700,36047025700,0.6090487238979119
Census Tract 258; Kings County; New York,1476,867,36,047,025800,36047025800,0.5873983739837398
Census Tract 259.01; Kings County; New York,789,575,36,047,025901,36047025901,0.7287705956907478
Census Tract 259.02; Kings County; New York,1431,1191,36,047,025902,36047025902,0.8322851153039832
Census Tract 260; Kings County; New York,1068,472,36,047,026000,36047026000,0.4419475655430712
Census Tract 261; Kings County; New York,2231,1708,36,047,026100,36047026100,0.7655759748991484
Census Tract 262; Kings County; New York,793,266,36,047,026200,36047026200,0.3354350567465322
Census Tract 263; Kings County; New York,968,685,36,047,026300,36047026300,0.7076446280991735
Census Tract 264; Kings County; New York,1582,889,36,047,026400,36047026400,0.5619469026548672
Census Tract 265; Kings County; New York,1869,1269,36,047,026500,36047026500,0.6789727126805778
Census Tract 266; Kings County; New York,1118,470,36,047,026600,36047026600,0.4203935599284436
Census Tract 267; Kings County; New York,1972,1138,36,047,026700,36047026700,0.577079107505071
Census Tract 268; Kings County; New York,1602,714,36,047,026800,36047026800,0.44569288389513106
Census Tract 269; Kings County; New York,1237,803,36,047,026900,36047026900,0.6491511721907841
Census Tract 270; Kings County; New York,866,354,36,047,027000,36047027000,0.40877598152424943
Census Tract 271; Kings County; New York,1373,727,36,047,027100,36047027100,0.5294974508375819
Census Tract 272; Kings County; New York,1386,571,36,047,027200,36047027200,0.411976911976912
Census Tract 273; Kings County; New York,1440,748,36,047,027300,36047027300,0.5194444444444445
Census Tract 274; Kings County; New York,943,375,36,047,027400,36047027400,0.39766702014846234
Census Tract 275; Kings County; New York,1831,1202,36,047,027500,36047027500,0.6564718732932824
Census Tract 276; Kings County; New York,1348,641,36,047,027600,36047027600,0.4755192878338279
Census Tract 277; Kings County; New York,1586,1060,36,047,027700,36047027700,0.6683480453972257
Census Tract 278; Kings County; New York,1149,565,36,047,027800,36047027800,0.4917319408181027
Census Tract 279; Kings County; New York,1684,879,36,047,027900,36047027900,0.5219714964370546
Census Tract 280; Kings County; New York,631,209,36,047,028000,36047028000,0.3312202852614897
Census Tract 281; Kings County; New York,1818,1350,36,047,028100,36047028100,0.7425742574257426
Census Tract 282; Kings County; New York,1236,457,36,047,028200,36047028200,0.3697411003236246
Census Tract 283; Kings County; New York,1595,1099,36,047,028300,36047028300,0.6890282131661442
Census Tract 284; Kings County; New York,1357,700,36,047,028400,36047028400,0.5158437730287398
Census Tract 285.01; Kings County; New York,226,212,36,047,028501,36047028501,0.9380530973451328
Census Tract 285.02; Kings County; New York,1167,938,36,047,028502,36047028502,0.803770351328192
Census Tract 286; Kings County; New York,1883,966,36,047,028600,36047028600,0.5130111524163569
Census Tract 287; Kings County; New York,1264,932,36,047,028700,36047028700,0.7373417721518988
Census Tract 288; Kings County; New York,1096,591,36,047,028800,36047028800,0.5392335766423357
Census Tract 289; Kings County; New York,1548,1136,36,047,028900,36047028900,0.7338501291989664
Census Tract 290; Kings County; New York,1476,940,36,047,029000,36047029000,0.6368563685636857
Census Tract 291; Kings County; New York,1413,859,36,047,029100,36047029100,0.607926397735315
Census Tract 292; Kings County; New York,1041,606,36,047,029200,36047029200,0.5821325648414986
Census Tract 293; Kings County; New York,1463,967,36,047,029300,36047029300,0.6609706083390294
Census Tract 294; Kings County; New York,667,296,36,047,029400,36047029400,0.44377811094452774
Census Tract 295; Kings County; New York,1896,682,36,047,029500,36047029500,0.35970464135021096
Census Tract 296; Kings County; New York,2037,1276,36,047,029600,36047029600,0.6264113892979872
Census Tract 297; Kings County; New York,1766,943,36,047,029700,36047029700,0.5339750849377124
Census Tract 298; Kings County; New York,1177,397,36,047,029800,36047029800,0.3372982158028887
Census Tract 299; Kings County; New York,913,574,36,047,029900,36047029900,0.628696604600219
Census Tract 300; Kings County; New York,1314,692,36,047,030000,36047030000,0.5266362252663622
Census Tract 301; Kings County; New York,1103,524,36,047,030100,36047030100,0.47506799637352676
Census Tract 302; Kings County; New York,1319,316,36,047,030200,36047030200,0.2395754359363154
Census Tract 303; Kings County; New York,2149,1656,36,047,030300,36047030300,0.7705909725453699
Census Tract 304; Kings County; New York,1597,619,36,047,030400,36047030400,0.3876017532874139
Census Tract 305; Kings County; New York,3161,1930,36,047,030500,36047030500,0.6105662764947801
Census Tract 306; Kings County; New York,668,216,36,047,030600,36047030600,0.32335329341317365
Census Tract 307; Kings County; New York,3065,2385,36,047,030700,36047030700,0.7781402936378466
Census Tract 308; Kings County; New York,730,230,36,047,030800,36047030800,0.3150684931506849
Census Tract 309; Kings County; New York,921,577,36,047,030900,36047030900,0.6264929424538545
Census Tract 311; Kings County; New York,1193,768,36,047,031100,36047031100,0.6437552388935457
Census Tract 313; Kings County; New York,2199,1522,36,047,031300,36047031300,0.6921327876307413
Census Tract 314.01; Kings County; New York,1828,730,36,047,031401,36047031401,0.3993435448577681
Census Tract 314.02; Kings County; New York,0,0,36,047,031402,36047031402,
Census Tract 315; Kings County; New York,2464,1857,36,047,031500,36047031500,0.7536525974025974
Census Tract 317.01; Kings County; New York,1584,892,36,047,031701,36047031701,0.5631313131313131
Census Tract 317.02; Kings County; New York,1613,966,36,047,031702,36047031702,0.5988840669559826
Census Tract 319; Kings County; New York,1252,851,36,047,031900,36047031900,0.6797124600638977
Census Tract 321; Kings County; New York,2337,1769,36,047,032100,36047032100,0.7569533590072742
Census Tract 323; Kings County; New York,1542,1053,36,047,032300,36047032300,0.6828793774319066
Census Tract 325; Kings County; New York,2530,1974,36,047,032500,36047032500,0.7802371541501977
Census Tract 326; Kings County; New York,2808,1809,36,047,032600,36047032600,0.6442307692307693
Census Tract 327; Kings County; New York,1352,933,36,047,032700,36047032700,0.6900887573964497
Census Tract 328; Kings County; New York,1164,692,36,047,032800,36047032800,0.5945017182130584
Census Tract 329; Kings County; New York,2165,1227,36,047,032900,36047032900,0.566743648960739
Census Tract 330; Kings County; New York,1800,1343,36,047,033000,36047033000,0.7461111111111111
Census Tract 331; Kings County; New York,1667,1063,36,047,033100,36047033100,0.6376724655068986
Census Tract 333; Kings County; New York,1347,737,36,047,033300,36047033300,0.5471417965850037
Census Tract 335; Kings County; New York,918,361,36,047,033500,36047033500,0.39324618736383443
Census Tract 336; Kings County; New York,1584,303,36,047,033600,36047033600,0.19128787878787878
Census Tract 337.01; Kings County; New York,916,714,36,047,033701,36047033701,0.7794759825327511
Census Tract 337.02; Kings County; New York,476,217,36,047,033702,36047033702,0.45588235294117646
Census Tract 339; Kings County; New York,2024,1458,36,047,033900,36047033900,0.7203557312252964
Census Tract 340; Kings County; New York,630,379,36,047,034000,36047034000,0.6015873015873016
Census Tract 341; Kings County; New York,1205,727,36,047,034100,36047034100,0.6033195020746888
Census Tract 342; Kings County; New York,2832,2119,36,047,034200,36047034200,0.7482344632768362
Census Tract 343; Kings County; New York,1970,1611,36,047,034300,36047034300,0.817766497461929
Census Tract 345; Kings County; New York,1037,739,36,047,034500,36047034500,0.712632594021215
Census Tract 347; Kings County; New York,1825,1491,36,047,034700,36047034700,0.816986301369863
Census Tract 348; Kings County; New York,817,449,36,047,034800,36047034800,0.5495716034271726
Census Tract 349.01; Kings County; New York,770,672,36,047,034901,36047034901,0.8727272727272727
Census Tract 349.02; Kings County; New York,1587,1151,36,047,034902,36047034902,0.7252678008821676
Census Tract 350; Kings County; New York,1557,734,36,047,035000,36047035000,0.4714193962748876
Census Tract 351.01; Kings County; New York,687,489,36,047,035101,36047035101,0.7117903930131004
Census Tract 351.02; Kings County; New York,1029,635,36,047,035102,36047035102,0.6171039844509232
Census Tract 352; Kings County; New York,693,623,36,047,035200,36047035200,0.898989898989899
Census Tract 353.01; Kings County; New York,1129,861,36,047,035301,36047035301,0.7626217891939769
Census Tract 353.02; Kings County; New York,987,537,36,047,035302,36047035302,0.5440729483282675
Census Tract 354; Kings County; New York,2814,1310,36,047,035400,36047035400,0.46552949538024163
Census Tract 355; Kings County; New York,2103,1335,36,047,035500,36047035500,0.6348074179743224
Census Tract 356.01; Kings County; New York,1458,774,36,047,035601,36047035601,0.5308641975308642
Census Tract 356.02; Kings County; New York,2959,1310,36,047,035602,36047035602,0.4427171341669483
Census Tract 357.01; Kings County; New York,1014,801,36,047,035701,36047035701,0.7899408284023669
Census Tract 357.02; Kings County; New York,0,0,36,047,035702,36047035702,
Census Tract 359; Kings County; New York,2364,1708,36,047,035900,36047035900,0.7225042301184433
Census Tract 360.01; Kings County; New York,1728,1314,36,047,036001,36047036001,0.7604166666666666
Census Tract 360.02; Kings County; New York,2189,1728,36,047,036002,36047036002,0.7894015532206486
Census Tract 361; Kings County; New York,1239,901,36,047,036100,36047036100,0.7271993543179984
Census Tract 362; Kings County; New York,1447,736,36,047,036200,36047036200,0.5086385625431928
Census Tract 363; Kings County; New York,2167,1423,36,047,036300,36047036300,0.6566682048915552
Census Tract 364; Kings County; New York,930,601,36,047,036400,36047036400,0.646236559139785
Census Tract 365.01; Kings County; New York,1318,757,36,047,036501,36047036501,0.5743550834597876
Census Tract 365.02; Kings County; New York,534,288,36,047,036502,36047036502,0.5393258426966292
Census Tract 366; Kings County; New York,1243,601,36,047,036600,36047036600,0.4835076427996782
Census Tract 367; Kings County; New York,700,370,36,047,036700,36047036700,0.5285714285714286
Census Tract 369; Kings County; New York,2485,1764,36,047,036900,36047036900,0.7098591549295775
Census Tract 370; Kings County; New York,1402,311,36,047,037000,36047037000,0.22182596291012838
Census Tract 371; Kings County; New York,1660,844,36,047,037100,36047037100,0.5084337349397591
Census Tract 373; Kings County; New York,1907,1368,36,047,037300,36047037300,0.7173571054011536
Census Tract 374.01; Kings County; New York,1812,721,36,047,037401,36047037401,0.39790286975717437
Census Tract 374.02; Kings County; New York,2112,938,36,047,037402,36047037402,0.4441287878787879
Census Tract 375; Kings County; New York,1520,931,36,047,037500,36047037500,0.6125
Census Tract 377; Kings County; New York,1882,1008,36,047,037700,36047037700,0.5356004250797024
Census Tract 379; Kings County; New York,1610,890,36,047,037900,36047037900,0.5527950310559007
Census Tract 381; Kings County; New York,2475,1614,36,047,038100,36047038100,0.6521212121212121
Census Tract 382; Kings County; New York,1909,1440,36,047,038200,36047038200,0.7543216343635412
Census Tract 383; Kings County; New York,2162,1122,36,047,038300,36047038300,0.5189639222941721
Census Tract 385; Kings County; New York,1499,860,36,047,038500,36047038500,0.5737158105403602
Census Tract 386; Kings County; New York,1040,323,36,047,038600,36047038600,0.3105769230769231
Census Tract 387; Kings County; New York,1929,1098,36,047,038700,36047038700,0.5692068429237948
Census Tract 388; Kings County; New York,1614,652,36,047,038800,36047038800,0.40396530359355637
Census Tract 389; Kings County; New York,1333,695,36,047,038900,36047038900,0.5213803450862715
Census Tract 390; Kings County; New York,738,150,36,047,039000,36047039000,0.2032520325203252
Census Tract 391; Kings County; New York,2055,1292,36,047,039100,36047039100,0.6287104622871046
Census Tract 392; Kings County; New York,1179,423,36,047,039200,36047039200,0.35877862595419846
Census Tract 393; Kings County; New York,1531,1160,36,047,039300,36047039300,0.7576747224036577
Census Tract 394; Kings County; New York,705,361,36,047,039400,36047039400,0.5120567375886524
Census Tract 395; Kings County; New York,1836,1408,36,047,039500,36047039500,0.7668845315904139
Census Tract 396; Kings County; New York,679,167,36,047,039600,36047039600,0.24594992636229748
Census Tract 397; Kings County; New York,1313,796,36,047,039700,36047039700,0.6062452399086062
Census Tract 398; Kings County; New York,890,295,36,047,039800,36047039800,0.33146067415730335
Census Tract 399; Kings County; New York,1706,1037,36,047,039900,36047039900,0.6078546307151231
Census Tract 400; Kings County; New York,904,328,36,047,040000,36047040000,0.36283185840707965
Census Tract 401; Kings County; New York,1263,787,36,047,040100,36047040100,0.6231195566112431
Census Tract 402; Kings County; New York,841,382,36,047,040200,36047040200,0.45422116527942924
Census Tract 403; Kings County; New York,1415,830,36,047,040300,36047040300,0.5865724381625441
Census Tract 404; Kings County; New York,893,194,36,047,040400,36047040400,0.21724524076147816
Census Tract 405; Kings County; New York,627,373,36,047,040500,36047040500,0.594896331738437
Census Tract 406; Kings County; New York,1035,511,36,047,040600,36047040600,0.49371980676328503
Census Tract 407; Kings County; New York,0,0,36,047,040700,36047040700,
Census Tract 408; Kings County; New York,1128,336,36,047,040800,36047040800,0.2978723404255319
Census Tract 409; Kings County; New York,1323,768,36,047,040900,36047040900,0.5804988662131519
Census Tract 410; Kings County; New York,632,221,36,047,041000,36047041000,0.34968354430379744
Census Tract 411; Kings County; New York,1081,731,36,047,041100,36047041100,0.6762257169287696
Census Tract 412; Kings County; New York,1012,453,36,047,041200,36047041200,0.44762845849802374
Census Tract 413; Kings County; New York,1374,690,36,047,041300,36047041300,0.5021834061135371
Census Tract 414.01; Kings County; New York,430,166,36,047,041401,36047041401,0.386046511627907
Census Tract 414.02; Kings County; New York,746,320,36,047,041402,36047041402,0.4289544235924933
Census Tract 415; Kings County; New York,1615,788,36,047,041500,36047041500,0.48792569659442725
Census Tract 416; Kings County; New York,754,240,36,047,041600,36047041600,0.3183023872679045
Census Tract 417; Kings County; New York,1379,1023,36,047,041700,36047041700,0.7418419144307469
Census Tract 418; Kings County; New York,852,384,36,047,041800,36047041800,0.4507042253521127
Census Tract 419; Kings County; New York,1218,735,36,047,041900,36047041900,0.603448275862069
Census Tract 420; Kings County; New York,485,194,36,047,042000,36047042000,0.4
Census Tract 421; Kings County; New York,1745,1044,36,047,042100,36047042100,0.5982808022922637
Census Tract 422; Kings County; New York,1083,306,36,047,042200,36047042200,0.28254847645429365
Census Tract 423; Kings County; New York,1452,831,36,047,042300,36047042300,0.5723140495867769
Census Tract 424; Kings County; New York,1212,657,36,047,042400,36047042400,0.5420792079207921
Census Tract 425; Kings County; New York,1087,770,36,047,042500,36047042500,0.7083716651333947
Census Tract 426; Kings County; New York,1584,758,36,047,042600,36047042600,0.47853535353535354
Census Tract 427; Kings County; New York,1784,1242,36,047,042700,36047042700,0.6961883408071748
Census Tract 428; Kings County; New York,1413,515,36,047,042800,36047042800,0.36447275300778487
Census Tract 429; Kings County; New York,1940,1698,36,047,042900,36047042900,0.8752577319587629
Census Tract 430; Kings County; New York,1330,555,36,047,043000,36047043000,0.41729323308270677
Census Tract 431; Kings County; New York,1687,1264,36,047,043100,36047043100,0.7492590397154713
Census Tract 432; Kings County; New York,1442,720,36,047,043200,36047043200,0.49930651872399445
Census Tract 433; Kings County; New York,1278,935,36,047,043300,36047043300,0.7316118935837246
Census Tract 434; Kings County; New York,1255,551,36,047,043400,36047043400,0.43904382470119524
Census Tract 435; Kings County; New York,1702,1099,36,047,043500,36047043500,0.645710928319624
Census Tract 436; Kings County; New York,1859,641,36,047,043600,36047043600,0.34480903711672944
Census Tract 437; Kings County; New York,1884,1176,36,047,043700,36047043700,0.6242038216560509
Census Tract 438; Kings County; New York,923,404,36,047,043800,36047043800,0.437703141928494
Census Tract 439; Kings County; New York,1072,593,36,047,043900,36047043900,0.5531716417910447
Census Tract 440; Kings County; New York,832,360,36,047,044000,36047044000,0.4326923076923077
Census Tract 441; Kings County; New York,1912,1140,36,047,044100,36047044100,0.5962343096234309
Census Tract 442; Kings County; New York,870,246,36,047,044200,36047044200,0.2827586206896552
Census Tract 443; Kings County; New York,1905,1296,36,047,044300,36047044300,0.6803149606299213
Census Tract 444; Kings County; New York,1070,572,36,047,044400,36047044400,0.5345794392523364
Census Tract 445; Kings County; New York,1670,914,36,047,044500,36047044500,0.5473053892215569
Census Tract 446; Kings County; New York,605,221,36,047,044600,36047044600,0.3652892561983471
Census Tract 447; Kings County; New York,925,673,36,047,044700,36047044700,0.7275675675675676
Census Tract 448; Kings County; New York,748,269,36,047,044800,36047044800,0.35962566844919786
Census Tract 449.01; Kings County; New York,995,709,36,047,044901,36047044901,0.7125628140703517
Census Tract 449.02; Kings County; New York,0,0,36,047,044902,36047044902,
Census Tract 450; Kings County; New York,233,60,36,047,045000,36047045000,0.2575107296137339
Census Tract 452; Kings County; New York,846,248,36,047,045200,36047045200,0.29314420803782504
Census Tract 453; Kings County; New York,671,482,36,047,045300,36047045300,0.7183308494783904
Census Tract 454; Kings County; New York,497,175,36,047,045400,36047045400,0.352112676056338
Census Tract 456; Kings County; New York,782,438,36,047,045600,36047045600,0.5601023017902813
Census Tract 458; Kings County; New York,442,98,36,047,045800,36047045800,0.22171945701357465
Census Tract 460; Kings County; New York,1257,597,36,047,046000,36047046000,0.47494033412887826
Census Tract 462.01; Kings County; New York,1096,577,36,047,046201,36047046201,0.5264598540145985
Census Tract 462.02; Kings County; New York,528,118,36,047,046202,36047046202,0.22348484848484848
Census Tract 464; Kings County; New York,614,250,36,047,046400,36047046400,0.40716612377850164
Census Tract 468; Kings County; New York,568,311,36,047,046800,36047046800,0.5475352112676056
Census Tract 470; Kings County; New York,634,174,36,047,047000,36047047000,0.2744479495268139
Census Tract 472; Kings County; New York,668,348,36,047,047200,36047047200,0.5209580838323353
Census Tract 474; Kings County; New York,695,314,36,047,047400,36047047400,0.45179856115107914
Census Tract 476; Kings County; New York,860,424,36,047,047600,36047047600,0.4930232558139535
Census Tract 477; Kings County; New York,1844,1053,36,047,047700,36047047700,0.5710412147505423
Census Tract 478; Kings County; New York,1066,556,36,047,047800,36047047800,0.5215759849906192
Census Tract 480; Kings County; New York,964,586,36,047,048000,36047048000,0.6078838174273858
Census Tract 481; Kings County; New York,1340,843,36,047,048100,36047048100,0.6291044776119403
Census Tract 482; Kings County; New York,2261,1265,36,047,048200,36047048200,0.5594869526758072
Census Tract 484; Kings County; New York,1521,699,36,047,048400,36047048400,0.45956607495069035
Census Tract 485; Kings County; New York,1013,627,36,047,048500,36047048500,0.6189536031589339
Census Tract 486; Kings County; New York,802,389,36,047,048600,36047048600,0.4850374064837905
Census Tract 488; Kings County; New York,1657,855,36,047,048800,36047048800,0.515992757996379
Census Tract 489; Kings County; New York,1536,1282,36,047,048900,36047048900,0.8346354166666666
Census Tract 490; Kings County; New York,2215,1416,36,047,049000,36047049000,0.6392776523702032
Census Tract 491; Kings County; New York,2717,2109,36,047,049100,36047049100,0.7762237762237763
Census Tract 492; Kings County; New York,1252,499,36,047,049200,36047049200,0.3985623003194888
Census Tract 493.01; Kings County; New York,984,837,36,047,049301,36047049301,0.850609756097561
Census Tract 493.02; Kings County; New York,2322,1656,36,047,049302,36047049302,0.7131782945736435
Census Tract 494; Kings County; New York,2179,1090,36,047,049400,36047049400,0.5002294630564479
Census Tract 495; Kings County; New York,1363,1124,36,047,049500,36047049500,0.8246515040352165
Census Tract 496; Kings County; New York,1249,704,36,047,049600,36047049600,0.5636509207365893
Census Tract 497; Kings County; New York,1604,829,36,047,049700,36047049700,0.5168329177057357
Census Tract 498; Kings County; New York,1586,896,36,047,049800,36047049800,0.5649432534678437
Census Tract 499; Kings County; New York,962,497,36,047,049900,36047049900,0.5166320166320166
Census Tract 500.01; Kings County; New York,891,306,36,047,050001,36047050001,0.3434343434343434
Census Tract 500.02; Kings County; New York,681,400,36,047,050002,36047050002,0.5873715124816447
Census Tract 501; Kings County; New York,1520,978,36,047,050100,36047050100,0.6434210526315789
Census Tract 502.02; Kings County; New York,1156,442,36,047,050202,36047050202,0.38235294117647056
Census Tract 503; Kings County; New York,1383,1021,36,047,050300,36047050300,0.7382501807664498
Census Tract 504.01; Kings County; New York,1224,561,36,047,050401,36047050401,0.4583333333333333
Census Tract 504.02; Kings County; New York,941,642,36,047,050402,36047050402,0.6822529224229543
Census Tract 505; Kings County; New York,1947,1418,36,047,050500,36047050500,0.7282999486389317
Census Tract 506; Kings County; New York,2130,1400,36,047,050600,36047050600,0.6572769953051644
Census Tract 507; Kings County; New York,692,403,36,047,050700,36047050700,0.5823699421965318
Census Tract 508.01; Kings County; New York,1435,1039,36,047,050801,36047050801,0.7240418118466899
Census Tract 508.03; Kings County; New York,1092,815,36,047,050803,36047050803,0.7463369963369964
Census Tract 508.04; Kings County; New York,2660,1679,36,047,050804,36047050804,0.631203007518797
Census Tract 509; Kings County; New York,978,481,36,047,050900,36047050900,0.4918200408997955
Census Tract 510.01; Kings County; New York,1636,1303,36,047,051001,36047051001,0.7964547677261614
Census Tract 510.02; Kings County; New York,1783,1303,36,047,051002,36047051002,0.730790802019069
Census Tract 511; Kings County; New York,1952,1314,36,047,051100,36047051100,0.673155737704918
Census Tract 512; Kings County; New York,2397,1546,36,047,051200,36047051200,0.6449728827701293
Census Tract 513; Kings County; New York,2520,1830,36,047,051300,36047051300,0.7261904761904762
Census Tract 514; Kings County; New York,2707,1631,36,047,051400,36047051400,0.6025120059106022
Census Tract 515; Kings County; New York,1244,802,36,047,051500,36047051500,0.6446945337620579
Census Tract 516.01; Kings County; New York,1928,1137,36,047,051601,36047051601,0.5897302904564315
Census Tract 516.02; Kings County; New York,1433,948,36,047,051602,36047051602,0.6615491974877878
Census Tract 517; Kings County; New York,1399,892,36,047,051700,36047051700,0.6375982844889206
Census Tract 518; Kings County; New York,1563,953,36,047,051800,36047051800,0.6097248880358286
Census Tract 519; Kings County; New York,3142,2102,36,047,051900,36047051900,0.6690006365372374
Census Tract 520; Kings County; New York,1296,626,36,047,052000,36047052000,0.48302469135802467
Census Tract 523; Kings County; New York,2214,1766,36,047,052300,36047052300,0.7976513098464318
Census Tract 525; Kings County; New York,1331,935,36,047,052500,36047052500,0.7024793388429752
Census Tract 526; Kings County; New York,1806,986,36,047,052600,36047052600,0.5459579180509413
Census Tract 527; Kings County; New York,2384,1812,36,047,052700,36047052700,0.7600671140939598
Census Tract 528; Kings County; New York,682,216,36,047,052800,36047052800,0.31671554252199413
Census Tract 529; Kings County; New York,910,599,36,047,052900,36047052900,0.6582417582417582
Census Tract 530; Kings County; New York,1215,525,36,047,053000,36047053000,0.43209876543209874
Census Tract 531.01; Kings County; New York,565,414,36,047,053101,36047053101,0.7327433628318584
Census Tract 531.02; Kings County; New York,1136,585,36,047,053102,36047053102,0.5149647887323944
Census Tract 532; Kings County; New York,896,397,36,047,053200,36047053200,0.44308035714285715
Census Tract 533; Kings County; New York,1535,1185,36,047,053300,36047053300,0.7719869706840391
Census Tract 534; Kings County; New York,1378,670,36,047,053400,36047053400,0.4862119013062409
Census Tract 535; Kings County; New York,931,712,36,047,053500,36047053500,0.7647690655209453
Census Tract 537; Kings County; New York,770,398,36,047,053700,36047053700,0.5168831168831168
Census Tract 538; Kings County; New York,2365,1205,36,047,053800,36047053800,0.5095137420718816
Census Tract 539; Kings County; New York,929,579,36,047,053900,36047053900,0.6232508073196986
Census Tract 542; Kings County; New York,1538,750,36,047,054200,36047054200,0.48764629388816644
Census Tract 543; Kings County; New York,0,0,36,047,054300,36047054300,
Census Tract 544; Kings County; New York,1287,377,36,047,054400,36047054400,0.29292929292929293
Census Tract 545; Kings County; New York,2507,1688,36,047,054500,36047054500,0.6733147187873952
Census Tract 546; Kings County; New York,2006,1243,36,047,054600,36047054600,0.6196410767696909
Census Tract 547; Kings County; New York,2414,1564,36,047,054700,36047054700,0.647887323943662
Census Tract 548; Kings County; New York,794,275,36,047,054800,36047054800,0.34634760705289674
Census Tract 549; Kings County; New York,1948,1218,36,047,054900,36047054900,0.6252566735112937
Census Tract 550; Kings County; New York,1476,681,36,047,055000,36047055000,0.4613821138211382
Census Tract 551; Kings County; New York,2799,1848,36,047,055100,36047055100,0.6602357984994641
Census Tract 552; Kings County; New York,1410,892,36,047,055200,36047055200,0.6326241134751773
Census Tract 553; Kings County; New York,1440,966,36,047,055300,36047055300,0.6708333333333333
Census Tract 554; Kings County; New York,1672,905,36,047,055400,36047055400,0.541267942583732
Census Tract 555; Kings County; New York,4459,2581,36,047,055500,36047055500,0.5788293339313747
Census Tract 556; Kings County; New York,1346,622,36,047,055600,36047055600,0.462109955423477
Census Tract 557; Kings County; New York,990,714,36,047,055700,36047055700,0.7212121212121212
Census Tract 558; Kings County; New York,957,513,36,047,055800,36047055800,0.5360501567398119
Census Tract 560; Kings County; New York,1449,628,36,047,056000,36047056000,0.4334023464458247
Census Tract 561; Kings County; New York,1705,963,36,047,056100,36047056100,0.5648093841642229
Census Tract 562; Kings County; New York,545,75,36,047,056200,36047056200,0.13761467889908258
Census Tract 563.01; Kings County; New York,1957,977,36,047,056301,36047056301,0.49923352069494126
Census Tract 563.02; Kings County; New York,888,613,36,047,056302,36047056302,0.6903153153153153
Census Tract 564; Kings County; New York,1044,223,36,047,056400,36047056400,0.2136015325670498
Census Tract 565; Kings County; New York,1901,1373,36,047,056500,36047056500,0.7222514466070489
Census Tract 566; Kings County; New York,861,283,36,047,056600,36047056600,0.32868757259001163
Census Tract 568; Kings County; New York,553,118,36,047,056800,36047056800,0.21338155515370705
Census Tract 569; Kings County; New York,847,490,36,047,056900,36047056900,0.5785123966942148
Census Tract 570; Kings County; New York,1619,654,36,047,057000,36047057000,0.40395305744286597
Census Tract 571; Kings County; New York,1983,1463,36,047,057100,36047057100,0.7377710539586485
Census Tract 572; Kings County; New York,2098,1414,36,047,057200,36047057200,0.6739752144899904
Census Tract 573; Kings County; New York,1280,752,36,047,057300,36047057300,0.5875
Census Tract 574; Kings County; New York,997,238,36,047,057400,36047057400,0.238716148445336
Census Tract 575; Kings County; New York,2343,1368,36,047,057500,36047057500,0.5838668373879642
Census Tract 576; Kings County; New York,1012,456,36,047,057600,36047057600,0.4505928853754941
Census Tract 578; Kings County; New York,1178,546,36,047,057800,36047057800,0.4634974533106961
Census Tract 579.01; Kings County; New York,466,329,36,047,057901,36047057901,0.7060085836909872
Census Tract 579.02; Kings County; New York,0,0,36,047,057902,36047057902,
Census Tract 580; Kings County; New York,1165,604,36,047,058000,36047058000,0.5184549356223176
Census Tract 582; Kings County; New York,819,471,36,047,058200,36047058200,0.575091575091575
Census Tract 584; Kings County; New York,1350,645,36,047,058400,36047058400,0.4777777777777778
Census Tract 586; Kings County; New York,831,230,36,047,058600,36047058600,0.2767749699157641
Census Tract 588; Kings County; New York,1414,583,36,047,058800,36047058800,0.41230551626591233
Census Tract 589.01; Kings County; New York,806,390,36,047,058901,36047058901,0.4838709677419355
Census Tract 589.02; Kings County; New York,0,0,36,047,058902,36047058902,
Census Tract 590; Kings County; New York,676,401,36,047,059000,36047059000,0.5931952662721893
Census Tract 591; Kings County; New York,1901,910,36,047,059100,36047059100,0.47869542346133614
Census Tract 592; Kings County; New York,1694,841,36,047,059200,36047059200,0.4964580873671783
Census Tract 593; Kings County; New York,968,495,36,047,059300,36047059300,0.5113636363636364
Census Tract 594.02; Kings County; New York,2314,556,36,047,059402,36047059402,0.24027657735522903
Census Tract 594.03; Kings County; New York,1083,533,36,047,059403,36047059403,0.492151431209603
Census Tract 594.04; Kings County; New York,1671,761,36,047,059404,36047059404,0.4554159186116098
Census Tract 596; Kings County; New York,1239,469,36,047,059600,36047059600,0.3785310734463277
Census Tract 598; Kings County; New York,1323,502,36,047,059800,36047059800,0.3794406651549509
Census Tract 600; Kings County; New York,2645,782,36,047,060000,36047060000,0.2956521739130435
Census Tract 606; Kings County; New York,1326,570,36,047,060600,36047060600,0.4298642533936652
