NAME,total_households,no_vehicle_households,state_fips,county_fips,tract_fips,GEOID,pct_no_vehicle
Census Tract 1132; Kings County; New York,808,497,36,047,113200,36047113200,0.6150990099009901
Census Tract 1134; Kings County; New York,1015,894,36,047,113400,36047113400,0.8807881773399014
Census Tract 1142.01; Kings County; New York,633,127,36,047,114201,36047114201,0.20063191153238547
Census Tract 1142.02; Kings County; New York,954,523,36,047,114202,36047114202,0.5482180293501048
Census Tract 1144; Kings County; New York,826,621,36,047,114400,36047114400,0.7518159806295399
Census Tract 1146; Kings County; New York,826,409,36,047,114600,36047114600,0.49515738498789347
Census Tract 1150; Kings County; New York,892,447,36,047,115000,36047115000,0.5011210762331838
Census Tract 1152; Kings County; New York,1091,442,36,047,115200,36047115200,0.40513290559120074
Census Tract 1156; Kings County; New York,1791,1113,36,047,115600,36047115600,0.6214405360134003
Census Tract 1158; Kings County; New York,867,441,36,047,115800,36047115800,0.5086505190311419
Census Tract 1160; Kings County; New York,938,393,36,047,116000,36047116000,0.4189765458422175
Census Tract 1162; Kings County; New York,910,400,36,047,116200,36047116200,0.43956043956043955
Census Tract 1164; Kings County; New York,1197,556,36,047,116400,36047116400,0.4644945697577276
Census Tract 1166; Kings County; New York,1099,623,36,047,116600,36047116600,0.5668789808917197
Census Tract 1168; Kings County; New York,669,240,36,047,116800,36047116800,0.35874439461883406
Census Tract 1170; Kings County; New York,741,534,36,047,117000,36047117000,0.7206477732793523
Census Tract 1172.01; Kings County; New York,764,255,36,047,117201,36047117201,0.3337696335078534
Census Tract 1172.02; Kings County; New York,1542,933,36,047,117202,36047117202,0.6050583657587548
Census Tract 1174; Kings County; New York,1334,779,36,047,117400,36047117400,0.5839580209895052
Census Tract 1176.01; Kings County; New York,1015,550,36,047,117601,36047117601,0.541871921182266
Census Tract 1176.02; Kings County; New York,997,656,36,047,117602,36047117602,0.6579739217652959
Census Tract 1178; Kings County; New York,559,179,36,047,117800,36047117800,0.32021466905187834
Census Tract 1180; Kings County; New York,0,0,36,047,118000,36047118000,
Census Tract 1182.01; Kings County; New York,957,545,36,047,118201,36047118201,0.5694879832810867
Census Tract 1182.02; Kings County; New York,948,592,36,047,118202,36047118202,0.6244725738396625
Census Tract 1184; Kings County; New York,1633,765,36,047,118400,36047118400,0.4684629516227802
Census Tract 1186; Kings County; New York,810,285,36,047,118600,36047118600,0.35185185185185186
Census Tract 1188; Kings County; New York,1253,785,36,047,118800,36047118800,0.6264964086193137
Census Tract 1190; Kings County; New York,755,576,36,047,119000,36047119000,0.7629139072847683
Census Tract 1192; Kings County; New York,1153,584,36,047,119200,36047119200,0.5065047701647876
Census Tract 1194; Kings County; New York,1493,399,36,047,119400,36047119400,0.2672471533824514
Census Tract 1196; Kings County; New York,2107,1255,36,047,119600,36047119600,0.5956336022781206
Census Tract 1198; Kings County; New York,1159,713,36,047,119800,36047119800,0.6151855047454702
Census Tract 1200; Kings County; New York,969,585,36,047,120000,36047120000,0.6037151702786377
Census Tract 1202; Kings County; New York,541,142,36,047,120200,36047120200,0.26247689463955637
Census Tract 1208.01; Kings County; New York,1432,728,36,047,120801,36047120801,0.5083798882681564
Census Tract 1208.02; Kings County; New York,1661,976,36,047,120802,36047120802,0.5875978326309452
Census Tract 1208.03; Kings County; New York,567,290,36,047,120803,36047120803,0.5114638447971781
Census Tract 1210; Kings County; New York,1641,1600,36,047,121000,36047121000,0.9750152346130408
Census Tract 1214; Kings County; New York,1566,1357,36,047,121400,36047121400,0.8665389527458492
Census Tract 1220; Kings County; New York,2366,1185,36,047,122000,36047122000,0.5008453085376162
Census Tract 1237; Kings County; New York,1271,772,36,047,123700,36047123700,0.6073957513768686
Census Tract 1502; Kings County; New York,1055,319,36,047,150200,36047150200,0.3023696682464455
Census Tract 1522; Kings County; New York,1402,300,36,047,152200,36047152200,0.21398002853067047
Census Tract 9901; Kings County; New York,0,0,36,047,990100,36047990100,
Census Tract 1; New York County; New York,0,0,36,061,000100,36061000100,
Census Tract 2.01; New York County; New York,878,803,36,061,000201,36061000201,0.9145785876993167
Census Tract 2.02; New York County; New York,3293,2803,36,061,000202,36061000202,0.8511995141208625
Census Tract 5; New York County; New York,0,0,36,061,000500,36061000500,
Census Tract 6; New York County; New York,5191,4452,36,061,000600,36061000600,0.8576382199961472
Census Tract 7; New York County; New York,4873,4586,36,061,000700,36061000700,0.9411040426841781
Census Tract 8; New York County; New York,4293,3786,36,061,000800,36061000800,0.8819007686932215
Census Tract 9; New York County; New York,864,733,36,061,000900,36061000900,0.8483796296296297
Census Tract 10.01; New York County; New York,788,342,36,061,001001,36061001001,0.434010152284264
Census Tract 10.02; New York County; New York,2483,2203,36,061,001002,36061001002,0.8872331856625051
Census Tract 12; New York County; New York,1954,1416,36,061,001200,36061001200,0.7246673490276356
Census Tract 13; New York County; New York,2707,2243,36,061,001300,36061001300,0.828592537864795
Census Tract 14.01; New York County; New York,1648,1067,36,061,001401,36061001401,0.6474514563106796
Census Tract 14.02; New York County; New York,1733,1480,36,061,001402,36061001402,0.8540103866128101
Census Tract 15.01; New York County; New York,3318,2428,36,061,001501,36061001501,0.7317661241711875
Census Tract 15.02; New York County; New York,4099,3614,36,061,001502,36061001502,0.8816784581605269
Census Tract 16; New York County; New York,3523,2944,36,061,001600,36061001600,0.8356514334374113
Census Tract 18; New York County; New York,3075,2723,36,061,001800,36061001800,0.8855284552845528
Census Tract 20; New York County; New York,2021,1753,36,061,002000,36061002000,0.867392380009896
Census Tract 21; New York County; New York,3155,2469,36,061,002100,36061002100,0.78256735340729
Census Tract 22.01; New York County; New York,3022,2302,36,061,002201,36061002201,0.7617471872931834
Census Tract 22.02; New York County; New York,1032,853,36,061,002202,36061002202,0.8265503875968992
Census Tract 24; New York County; New York,1837,1457,36,061,002400,36061002400,0.7931409907457811
Census Tract 25; New York County; New York,1980,1766,36,061,002500,36061002500,0.8919191919191919
Census Tract 26.01; New York County; New York,1969,1714,36,061,002601,36061002601,0.8704926358557643
Census Tract 26.02; New York County; New York,1846,1426,36,061,002602,36061002602,0.7724810400866738
Census Tract 27; New York County; New York,616,482,36,061,002700,36061002700,0.7824675324675324
Census Tract 28; New York County; New York,3129,2417,36,061,002800,36061002800,0.7724512623841483
Census Tract 29.01; New York County; New York,87,75,36,061,002901,36061002901,0.8620689655172413
Census Tract 29.02; New York County; New York,1844,1497,36,061,002902,36061002902,0.811822125813449
Census Tract 30.01; New York County; New York,2248,1909,36,061,003001,36061003001,0.8491992882562278
Census Tract 30.02; New York County; New York,1724,1527,36,061,003002,36061003002,0.8857308584686775
Census Tract 31; New York County; New York,730,631,36,061,003100,36061003100,0.8643835616438356
Census Tract 32; New York County; New York,4600,3576,36,061,003200,36061003200,0.7773913043478261
Census Tract 33; New York County; New York,2605,1618,36,061,003300,36061003300,0.6211132437619962
Census Tract 34; New York County; New York,3748,2928,36,061,003400,36061003400,0.7812166488794023
Census Tract 36.01; New York County; New York,1454,1210,36,061,003601,36061003601,0.8321870701513068
Census Tract 36.02; New York County; New York,1467,1310,36,061,003602,36061003602,0.8929788684389911
Census Tract 37; New York County; New York,1830,1352,36,061,003700,36061003700,0.7387978142076502
Census Tract 38; New York County; New York,4683,4241,36,061,003800,36061003800,0.9056160580824258
Census Tract 39; New York County; New York,3092,1569,36,061,003900,36061003900,0.5074385510996119
Census Tract 40.01; New York County; New York,1959,1832,36,061,004001,36061004001,0.9351710056151098
Census Tract 40.02; New York County; New York,2019,1826,36,061,004002,36061004002,0.9044081228330857
Census Tract 41; New York County; New York,3263,2672,36,061,004100,36061004100,0.818878332822556
Census Tract 42; New York County; New York,1550,1281,36,061,004200,36061004200,0.8264516129032258
Census Tract 43; New York County; New York,2292,2106,36,061,004300,36061004300,0.918848167539267
Census Tract 44; New York County; New York,8209,5997,36,061,004400,36061004400,0.7305396516019004
Census Tract 45; New York County; New York,490,312,36,061,004500,36061004500,0.636734693877551
Census Tract 47; New York County; New York,1514,1254,36,061,004700,36061004700,0.8282694848084544
Census Tract 48; New York County; New York,2784,2127,36,061,004800,36061004800,0.7640086206896551
Census Tract 49; New York County; New York,2454,1774,36,061,004900,36061004900,0.7229013854930725
Census Tract 50; New York County; New York,2754,2196,36,061,005000,36061005000,0.7973856209150327
Census Tract 52; New York County; New York,1207,833,36,061,005200,36061005200,0.6901408450704225
Census Tract 54; New York County; New York,2745,1964,36,061,005400,36061005400,0.7154826958105647
Census Tract 55.01; New York County; New York,1916,1220,36,061,005501,36061005501,0.6367432150313153
Census Tract 55.02; New York County; New York,1117,816,36,061,005502,36061005502,0.7305282005371531
Census Tract 56; New York County; New York,2407,2013,36,061,005600,36061005600,0.8363107602825094
Census Tract 57; New York County; New York,1478,832,36,061,005700,36061005700,0.5629228687415426
Census Tract 58; New York County; New York,2371,2004,36,061,005800,36061005800,0.8452129902994517
Census Tract 59; New York County; New York,2433,1628,36,061,005900,36061005900,0.6691327579120427
Census Tract 60; New York County; New York,2408,1481,36,061,006000,36061006000,0.6150332225913622
Census Tract 61; New York County; New York,2305,1588,36,061,006100,36061006100,0.688937093275488
Census Tract 62; New York County; New York,1256,1090,36,061,006200,36061006200,0.8678343949044586
Census Tract 63; New York County; New York,3327,2523,36,061,006300,36061006300,0.7583408476104598
Census Tract 64; New York County; New York,4348,3575,36,061,006400,36061006400,0.8222171113155474
Census Tract 65; New York County; New York,3041,2507,36,061,006500,36061006500,0.8243998684643209
Census Tract 66; New York County; New York,6780,5334,36,061,006600,36061006600,0.7867256637168142
Census Tract 67; New York County; New York,3268,2911,36,061,006700,36061006700,0.8907588739290085
Census Tract 68; New York County; New York,3453,2748,36,061,006800,36061006800,0.7958297132927888
Census Tract 69; New York County; New York,1092,805,36,061,006900,36061006900,0.7371794871794872
Census Tract 70.01; New York County; New York,2098,1465,36,061,007001,36061007001,0.6982840800762631
Census Tract 70.02; New York County; New York,2227,1867,36,061,007002,36061007002,0.8383475527615626
Census Tract 71; New York County; New York,2646,2281,36,061,007100,36061007100,0.8620559334845049
Census Tract 72; New York County; New York,4179,3797,36,061,007200,36061007200,0.9085905719071549
Census Tract 73; New York County; New York,3548,2932,36,061,007300,36061007300,0.826381059751973
Census Tract 74; New York County; New York,2699,2491,36,061,007400,36061007400,0.9229344201556132
Census Tract 75; New York County; New York,2396,1676,36,061,007500,36061007500,0.6994991652754591
Census Tract 76; New York County; New York,1386,1220,36,061,007600,36061007600,0.8802308802308803
Census Tract 77; New York County; New York,3372,2936,36,061,007700,36061007700,0.8706998813760379
Census Tract 78; New York County; New York,4821,4339,36,061,007800,36061007800,0.900020742584526
Census Tract 79; New York County; New York,2461,2076,36,061,007900,36061007900,0.8435595286468915
Census Tract 80; New York County; New York,2887,2321,36,061,008000,36061008000,0.8039487357118116
Census Tract 81; New York County; New York,3998,3097,36,061,008100,36061008100,0.7746373186593296
Census Tract 82; New York County; New York,1850,1588,36,061,008200,36061008200,0.8583783783783784
Census Tract 83; New York County; New York,2171,1796,36,061,008300,36061008300,0.8272685398433901
Census Tract 84; New York County; New York,813,724,36,061,008400,36061008400,0.8905289052890529
Census Tract 86.01; New York County; New York,1650,1298,36,061,008601,36061008601,0.7866666666666666
Census Tract 86.02; New York County; New York,0,0,36,061,008602,36061008602,
Census Tract 86.03; New York County; New York,2550,1455,36,061,008603,36061008603,0.5705882352941176
Census Tract 87; New York County; New York,3597,2970,36,061,008700,36061008700,0.8256880733944955
Census Tract 88; New York County; New York,4800,3953,36,061,008800,36061008800,0.8235416666666666
Census Tract 89; New York County; New York,3201,2453,36,061,008900,36061008900,0.7663230240549829
Census Tract 90; New York County; New York,4200,3573,36,061,009000,36061009000,0.8507142857142858
Census Tract 91; New York County; New York,3661,2749,36,061,009100,36061009100,0.7508877355913685
Census Tract 92; New York County; New York,903,779,36,061,009200,36061009200,0.8626799557032115
Census Tract 93; New York County; New York,5523,4322,36,061,009300,36061009300,0.7825457179069346
Census Tract 94; New York County; New York,36,32,36,061,009400,36061009400,0.8888888888888888
Census Tract 95; New York County; New York,1342,1205,36,061,009500,36061009500,0.8979135618479881
Census Tract 96; New York County; New York,169,132,36,061,009600,36061009600,0.7810650887573964
Census Tract 97; New York County; New York,2714,2215,36,061,009700,36061009700,0.816138540899042
Census Tract 98; New York County; New York,4317,3630,36,061,009800,36061009800,0.8408617095205003
Census Tract 99.01; New York County; New York,902,622,36,061,009901,36061009901,0.6895787139689579
Census Tract 99.02; New York County; New York,2011,1677,36,061,009902,36061009902,0.8339134758826454
Census Tract 99.03; New York County; New York,542,483,36,061,009903,36061009903,0.8911439114391144
Census Tract 100; New York County; New York,1091,995,36,061,010000,36061010000,0.9120073327222732
Census Tract 101; New York County; New York,1043,956,36,061,010100,36061010100,0.9165867689357622
Census Tract 102; New York County; New York,160,136,36,061,010200,36061010200,0.85
Census Tract 103; New York County; New York,1483,1457,36,061,010300,36061010300,0.9824679703304113
Census Tract 104; New York County; New York,502,387,36,061,010400,36061010400,0.7709163346613546
Census Tract 106.01; New York County; New York,4158,2575,36,061,010601,36061010601,0.6192881192881193
Census Tract 106.02; New York County; New York,2133,1614,36,061,010602,36061010602,0.7566807313642757
Census Tract 108.01; New York County; New York,1731,1519,36,061,010801,36061010801,0.877527440785673
Census Tract 108.02; New York County; New York,2198,1916,36,061,010802,36061010802,0.8717015468607825
Census Tract 108.03; New York County; New York,948,729,36,061,010803,36061010803,0.7689873417721519
Census Tract 109; New York County; New York,87,80,36,061,010900,36061010900,0.9195402298850575
Census Tract 110; New York County; New York,3934,3070,36,061,011000,36061011000,0.7803762074224707
Census Tract 111; New York County; New York,2824,2576,36,061,011100,36061011100,0.9121813031161473
Census Tract 112.01; New York County; New York,530,452,36,061,011201,36061011201,0.8528301886792453
Census Tract 112.02; New York County; New York,278,185,36,061,011202,36061011202,0.6654676258992805
Census Tract 112.03; New York County; New York,582,419,36,061,011203,36061011203,0.7199312714776632
Census Tract 113; New York County; New York,46,40,36,061,011300,36061011300,0.8695652173913043
Census Tract 114.01; New York County; New York,582,408,36,061,011401,36061011401,0.7010309278350515
Census Tract 114.02; New York County; New York,1118,851,36,061,011402,36061011402,0.761180679785331
Census Tract 115; New York County; New York,1712,1624,36,061,011500,36061011500,0.9485981308411215
Census Tract 116; New York County; New York,2129,1957,36,061,011600,36061011600,0.9192108971348051
Census Tract 117; New York County; New York,3288,2912,36,061,011700,36061011700,0.8856447688564477
Census Tract 118; New York County; New York,5251,3516,36,061,011800,36061011800,0.669586745381832
Census Tract 119; New York County; New York,1018,977,36,061,011900,36061011900,0.9597249508840865
Census Tract 120; New York County; New York,1673,1095,36,061,012000,36061012000,0.6545128511655708
Census Tract 121.01; New York County; New York,1527,1499,36,061,012101,36061012101,0.9816633922724296
Census Tract 121.02; New York County; New York,3419,3129,36,061,012102,36061012102,0.9151798771570635
Census Tract 122; New York County; New York,1291,801,36,061,012200,36061012200,0.6204492641363284
Census Tract 124; New York County; New York,4895,3601,36,061,012400,36061012400,0.7356486210418794
Census Tract 125; New York County; New York,1459,1336,36,061,012500,36061012500,0.9156956819739548
Census Tract 126.01; New York County; New York,3742,2545,36,061,012601,36061012601,0.6801175841795831
Census Tract 126.02; New York County; New York,2474,1829,36,061,012602,36061012602,0.7392886014551334
Census Tract 127; New York County; New York,4341,3800,36,061,012700,36061012700,0.875374337710205
Census Tract 128; New York County; New York,2414,1303,36,061,012800,36061012800,0.5397680198840099
Census Tract 129.01; New York County; New York,4543,3845,36,061,012901,36061012901,0.8463570327977108
Census Tract 129.02; New York County; New York,1286,990,36,061,012902,36061012902,0.7698289269051322
Census Tract 130; New York County; New York,1805,1004,36,061,013000,36061013000,0.5562326869806095
Census Tract 131; New York County; New York,1972,1736,36,061,013100,36061013100,0.8803245436105477
Census Tract 132.01; New York County; New York,1114,1006,36,061,013201,36061013201,0.9030520646319569
Census Tract 132.02; New York County; New York,2134,1514,36,061,013202,36061013202,0.7094657919400188
Census Tract 132.03; New York County; New York,2490,2007,36,061,013203,36061013203,0.8060240963855422
Census Tract 133; New York County; New York,3905,3388,36,061,013300,36061013300,0.8676056338028169
Census Tract 134; New York County; New York,5923,4634,36,061,013400,36061013400,0.7823737970622995
Census Tract 135.01; New York County; New York,2493,2308,36,061,013501,36061013501,0.9257922182109908
Census Tract 135.02; New York County; New York,3323,2701,36,061,013502,36061013502,0.8128197411977129
Census Tract 136.01; New York County; New York,924,510,36,061,013601,36061013601,0.551948051948052
Census Tract 136.02; New York County; New York,2660,1452,36,061,013602,36061013602,0.5458646616541354
Census Tract 136.03; New York County; New York,2363,1769,36,061,013603,36061013603,0.7486246297079983
Census Tract 136.04; New York County; New York,2237,1635,36,061,013604,36061013604,0.7308895842646401
Census Tract 137; New York County; New York,3414,2259,36,061,013700,36061013700,0.6616871704745168
Census Tract 138; New York County; New York,6934,5289,36,061,013800,36061013800,0.7627631958465532
Census Tract 139; New York County; New York,6641,5811,36,061,013900,36061013900,0.875018822466496
Census Tract 140; New York County; New York,4015,2589,36,061,014000,36061014000,0.6448318804483189
Census Tract 142; New York County; New York,1910,926,36,061,014200,36061014200,0.4848167539267016
Census Tract 143; New York County; New York,0,0,36,061,014300,36061014300,
Census Tract 144.01; New York County; New York,2355,1514,36,061,014401,36061014401,0.6428874734607218
Census Tract 144.02; New York County; New York,3720,2796,36,061,014402,36061014402,0.7516129032258064
Census Tract 145; New York County; New York,3095,2458,36,061,014500,36061014500,0.794184168012924
Census Tract 146.01; New York County; New York,2160,1920,36,061,014601,36061014601,0.8888888888888888
Census Tract 146.02; New York County; New York,4963,3990,36,061,014602,36061014602,0.8039492242595204
Census Tract 147; New York County; New York,1397,989,36,061,014700,36061014700,0.7079455977093773
Census Tract 148.01; New York County; New York,1260,862,36,061,014801,36061014801,0.6841269841269841
Census Tract 148.02; New York County; New York,3097,2267,36,061,014802,36061014802,0.7319987084275105
Census Tract 149; New York County; New York,2887,1746,36,061,014900,36061014900,0.6047800484932456
Census Tract 150.01; New York County; New York,935,583,36,061,015001,36061015001,0.6235294117647059
Census Tract 150.02; New York County; New York,2132,997,36,061,015002,36061015002,0.46763602251407127
Census Tract 151.01; New York County; New York,1585,1259,36,061,015101,36061015101,0.7943217665615142
Census Tract 151.02; New York County; New York,4108,3006,36,061,015102,36061015102,0.7317429406037
Census Tract 152; New York County; New York,3524,2586,36,061,015200,36061015200,0.7338251986379115
Census Tract 153.01; New York County; New York,2381,1597,36,061,015301,36061015301,0.6707265854682907
Census Tract 153.02; New York County; New York,2939,2393,36,061,015302,36061015302,0.8142225246682545
Census Tract 154.01; New York County; New York,3223,2530,36,061,015401,36061015401,0.7849829351535836
Census Tract 154.02; New York County; New York,1558,989,36,061,015402,36061015402,0.634788189987163
Census Tract 154.03; New York County; New York,2411,1999,36,061,015403,36061015403,0.8291165491497304
Census Tract 155.01; New York County; New York,2965,1640,36,061,015501,36061015501,0.5531197301854974
Census Tract 155.02; New York County; New York,2876,1735,36,061,015502,36061015502,0.6032684283727399
Census Tract 156.01; New York County; New York,2645,2215,36,061,015601,36061015601,0.8374291115311909
Census Tract 156.02; New York County; New York,1210,1033,36,061,015602,36061015602,0.8537190082644628
Census Tract 157; New York County; New York,6154,4857,36,061,015700,36061015700,0.7892427689307767
Census Tract 158.01; New York County; New York,2417,1660,36,061,015801,36061015801,0.6868018204385602
Census Tract 158.02; New York County; New York,1912,1669,36,061,015802,36061015802,0.872907949790795
Census Tract 159; New York County; New York,5103,3428,36,061,015900,36061015900,0.6717617087987459
Census Tract 160.01; New York County; New York,1374,685,36,061,016001,36061016001,0.4985443959243086
Census Tract 160.02; New York County; New York,1214,1022,36,061,016002,36061016002,0.841845140032949
Census Tract 161; New York County; New York,3803,3152,36,061,016100,36061016100,0.8288193531422561
Census Tract 162; New York County; New York,4659,4017,36,061,016200,36061016200,0.8622021893110109
Census Tract 163; New York County; New York,3287,2008,36,061,016300,36061016300,0.6108913903255248
Census Tract 164; New York County; New York,3488,2862,36,061,016400,36061016400,0.8205275229357798
Census Tract 165; New York County; New York,3244,2418,36,061,016500,36061016500,0.7453760789149199
Census Tract 166; New York County; New York,2880,2508,36,061,016600,36061016600,0.8708333333333333
Census Tract 167; New York County; New York,3231,2209,36,061,016700,36061016700,0.6836892602909316
Census Tract 168; New York County; New York,1843,1499,36,061,016800,36061016800,0.8133478024959305
Census Tract 169; New York County; New York,4116,3073,36,061,016900,36061016900,0.7465986394557823
Census Tract 170; New York County; New York,3394,2660,36,061,017000,36061017000,0.7837360047142016
Census Tract 171; New York County; New York,4171,2931,36,061,017100,36061017100,0.7027091824502517
Census Tract 172; New York County; New York,2283,1938,36,061,017200,36061017200,0.8488830486202366
Census Tract 173; New York County; New York,4265,3543,36,061,017300,36061017300,0.830715123094959
Census Tract 174.01; New York County; New York,2158,1895,36,061,017401,36061017401,0.8781278962001854
Census Tract 174.02; New York County; New York,1048,875,36,061,017402,36061017402,0.8349236641221374
Census Tract 175; New York County; New York,4485,3350,36,061,017500,36061017500,0.7469342251950948
Census Tract 177; New York County; New York,4760,3293,36,061,017700,36061017700,0.6918067226890756
Census Tract 178; New York County; New York,1952,1589,36,061,017800,36061017800,0.8140368852459017
Census Tract 179; New York County; New York,4393,3150,36,061,017900,36061017900,0.7170498520373321
Census Tract 180; New York County; New York,3111,2833,36,061,018000,36061018000,0.9106396657023466
Census Tract 181; New York County; New York,4466,3099,36,061,018100,36061018100,0.6939095387371249
Census Tract 182; New York County; New York,3007,2497,36,061,018200,36061018200,0.8303957432657133
Census Tract 183; New York County; New York,3861,2617,36,061,018300,36061018300,0.6778036778036778
Census Tract 184; New York County; New York,3390,2784,36,061,018400,36061018400,0.8212389380530973
Census Tract 185; New York County; New York,2786,1928,36,061,018500,36061018500,0.6920315865039484
Census Tract 186; New York County; New York,2044,1612,36,061,018600,36061018600,0.7886497064579256
Census Tract 187; New York County; New York,3619,2685,36,061,018700,36061018700,0.7419176568112739
Census Tract 188; New York County; New York,2251,1866,36,061,018800,36061018800,0.8289649044868947
Census Tract 189; New York County; New York,4703,3980,36,061,018900,36061018900,0.8462683393578567
Census Tract 190; New York County; New York,1617,1035,36,061,019000,36061019000,0.640074211502783
Census Tract 191; New York County; New York,4245,3145,36,061,019100,36061019100,0.7408716136631331
Census Tract 192; New York County; New York,1587,1394,36,061,019200,36061019200,0.8783868935097668
Census Tract 193; New York County; New York,4299,3540,36,061,019300,36061019300,0.823447313328681
Census Tract 194; New York County; New York,2709,2314,36,061,019400,36061019400,0.8541897379106681
Census Tract 195; New York County; New York,3358,2467,36,061,019500,36061019500,0.7346634901727218
Census Tract 196; New York County; New York,1835,1670,36,061,019600,36061019600,0.9100817438692098
Census Tract 197.01; New York County; New York,495,367,36,061,019701,36061019701,0.7414141414141414
Census Tract 197.02; New York County; New York,1153,780,36,061,019702,36061019702,0.6764960971379012
Census Tract 198; New York County; New York,977,645,36,061,019800,36061019800,0.6601842374616171
Census Tract 199; New York County; New York,3219,2393,36,061,019900,36061019900,0.7433985709847779
Census Tract 200; New York County; New York,1560,1219,36,061,020000,36061020000,0.7814102564102564
Census Tract 201.01; New York County; New York,278,211,36,061,020101,36061020101,0.7589928057553957
Census Tract 201.02; New York County; New York,1571,1183,36,061,020102,36061020102,0.7530235518777848
Census Tract 203; New York County; New York,446,385,36,061,020300,36061020300,0.8632286995515696
Census Tract 205; New York County; New York,1292,766,36,061,020500,36061020500,0.5928792569659442
Census Tract 206; New York County; New York,1651,1391,36,061,020600,36061020600,0.84251968503937
Census Tract 207.01; New York County; New York,1106,966,36,061,020701,36061020701,0.8734177215189873
Census Tract 208; New York County; New York,2251,1551,36,061,020800,36061020800,0.6890270990670813
Census Tract 209.01; New York County; New York,1393,1233,36,061,020901,36061020901,0.8851399856424982
Census Tract 210; New York County; New York,3514,2866,36,061,021000,36061021000,0.8155947638019351
Census Tract 211; New York County; New York,4288,3390,36,061,021100,36061021100,0.7905783582089553
Census Tract 212; New York County; New York,2427,1946,36,061,021200,36061021200,0.8018129377832716
Census Tract 213.03; New York County; New York,2435,1889,36,061,021303,36061021303,0.7757700205338809
Census Tract 214; New York County; New York,2109,1717,36,061,021400,36061021400,0.8141299193930773
Census Tract 215; New York County; New York,1796,1470,36,061,021500,36061021500,0.8184855233853007
Census Tract 216; New York County; New York,3182,2419,36,061,021600,36061021600,0.7602137020741672
Census Tract 217.03; New York County; New York,0,0,36,061,021703,36061021703,
Census Tract 218; New York County; New York,2964,2103,36,061,021800,36061021800,0.7095141700404858
Census Tract 219; New York County; New York,2194,1881,36,061,021900,36061021900,0.8573381950774841
Census Tract 220; New York County; New York,2881,1874,36,061,022000,36061022000,0.6504685872960777
Census Tract 221.02; New York County; New York,1259,878,36,061,022102,36061022102,0.6973788721207307
Census Tract 222; New York County; New York,1501,1229,36,061,022200,36061022200,0.8187874750166556
Census Tract 223.01; New York County; New York,2658,2135,36,061,022301,36061022301,0.8032355154251317
Census Tract 223.02; New York County; New York,1440,1276,36,061,022302,36061022302,0.8861111111111111
Census Tract 224; New York County; New York,2788,2292,36,061,022400,36061022400,0.8220946915351507
Census Tract 225; New York County; New York,3830,3055,36,061,022500,36061022500,0.7976501305483029
Census Tract 226; New York County; New York,2096,1393,36,061,022600,36061022600,0.6645992366412213
Census Tract 227; New York County; New York,2180,1868,36,061,022700,36061022700,0.8568807339449541
Census Tract 228; New York County; New York,2773,1888,36,061,022800,36061022800,0.6808510638297872
Census Tract 229; New York County; New York,3064,2393,36,061,022900,36061022900,0.7810052219321149
Census Tract 230; New York County; New York,3938,3268,36,061,023000,36061023000,0.829862874555612
Census Tract 231; New York County; New York,2594,2082,36,061,023100,36061023100,0.8026214340786431
Census Tract 232; New York County; New York,3416,2800,36,061,023200,36061023200,0.819672131147541
Census Tract 233; New York County; New York,2563,1925,36,061,023300,36061023300,0.7510729613733905
Census Tract 234; New York County; New York,2367,2077,36,061,023400,36061023400,0.877482044782425
Census Tract 235.01; New York County; New York,2662,2035,36,061,023501,36061023501,0.7644628099173554
Census Tract 235.02; New York County; New York,812,649,36,061,023502,36061023502,0.7992610837438424
Census Tract 236; New York County; New York,3902,2603,36,061,023600,36061023600,0.6670937980522809
Census Tract 237; New York County; New York,2572,2141,36,061,023700,36061023700,0.8324261275272161
Census Tract 238.02; New York County; New York,1997,1516,36,061,023802,36061023802,0.7591387080620932
Census Tract 238.03; New York County; New York,1599,1148,36,061,023803,36061023803,0.717948717948718
Census Tract 238.04; New York County; New York,1443,1112,36,061,023804,36061023804,0.7706167706167706
Census Tract 239; New York County; New York,1202,1057,36,061,023900,36061023900,0.8793677204658902
Census Tract 240; New York County; New York,0,0,36,061,024000,36061024000,
Census Tract 241; New York County; New York,3414,2488,36,061,024100,36061024100,0.7287639132981839
Census Tract 242; New York County; New York,1847,1630,36,061,024200,36061024200,0.8825121819166215
Census Tract 243.01; New York County; New York,1576,1350,36,061,024301,36061024301,0.8565989847715736
Census Tract 243.02; New York County; New York,2755,2390,36,061,024302,36061024302,0.867513611615245
Census Tract 245; New York County; New York,5427,4798,36,061,024500,36061024500,0.8840980283766353
Census Tract 247; New York County; New York,2785,2009,36,061,024700,36061024700,0.7213644524236984
Census Tract 249; New York County; New York,445,338,36,061,024900,36061024900,0.7595505617977528
Census Tract 251; New York County; New York,881,734,36,061,025100,36061025100,0.8331441543700341
Census Tract 253; New York County; New York,4300,3709,36,061,025300,36061025300,0.8625581395348837
Census Tract 255; New York County; New York,2013,1691,36,061,025500,36061025500,0.8400397416790859
Census Tract 257; New York County; New York,2080,1421,36,061,025700,36061025700,0.6831730769230769
Census Tract 259; New York County; New York,1804,1242,36,061,025900,36061025900,0.688470066518847
Census Tract 261; New York County; New York,3997,3297,36,061,026100,36061026100,0.8248686514886164
Census Tract 263; New York County; New York,3000,2221,36,061,026300,36061026300,0.7403333333333333
